video_name,seq,new_finger_x,new_finger_y,new_thumb_x,new_thumb_y
OC01_R_10s_lowfps.mp4,img021.png,259.1735413,249.4332199,194.8108304,687.9977386
OC01_R_10s_lowfps.mp4,img022.png,282.3909788,236.3531972,201.3561381,678.072525
OC01_R_10s_lowfps.mp4,img023.png,271.4634455,246.1815789,201.5049783,670.2155536
OC01_R_10s_lowfps.mp4,img024.png,232.7167942,297.2229358,201.560176,593.2108088
OC01_R_10s_lowfps.mp4,img025.png,228.9853545,455.4151957,255.0182864,499.2601336
OC01_R_10s_lowfps.mp4,img026.png,225.4242831,483.2494775,253.6333425,525.5630665
OC01_R_10s_lowfps.mp4,img027.png,215.5852511,480.9709915,243.3337544,522.5937464
OC01_R_10s_lowfps.mp4,img028.png,172.5064654,453.0682019,189.9154849,598.1433643
OC01_R_10s_lowfps.mp4,img029.png,177.3148205,345.8052687,162.3237204,728.0783216
OC01_R_10s_lowfps.mp4,img030.png,211.0459299,297.5434828,167.7536592,762.9353927
OC01_R_10s_lowfps.mp4,img031.png,225.7729442,293.8022707,170.4371323,747.2485075
OC01_R_10s_lowfps.mp4,img032.png,194.2485922,312.661351,168.5438064,722.585039
OC01_R_10s_lowfps.mp4,img033.png,168.5407581,441.1178081,205.0686115,561.524436
OC01_R_10s_lowfps.mp4,img034.png,204.621236,503.7302908,257.3549061,535.3704929
OC01_R_10s_lowfps.mp4,img035.png,203.143277,490.4709967,257.304671,531.7368207
OC01_R_10s_lowfps.mp4,img036.png,184.9617553,458.0428983,206.2049041,547.2641232
OC01_R_10s_lowfps.mp4,img037.png,181.5127919,329.9695087,157.5753902,677.0618347
OC01_R_10s_lowfps.mp4,img038.png,223.070217,261.5673756,161.8162595,711.7839629
OC01_R_10s_lowfps.mp4,img039.png,250.6257502,246.5860623,169.7060485,723.4343044
OC01_R_10s_lowfps.mp4,img040.png,253.2802745,247.7018745,167.6341161,716.5018993
OC01_R_10s_lowfps.mp4,img041.png,183.6367614,301.4698385,158.6803793,640.5830306
OC01_R_10s_lowfps.mp4,img042.png,197.4684001,465.4366655,225.7983554,507.1860733
OC01_R_10s_lowfps.mp4,img043.png,205.30781,483.0909311,228.3068288,518.265901
OC01_R_10s_lowfps.mp4,img044.png,191.6380107,467.3000753,219.2022915,515.865713
OC01_R_10s_lowfps.mp4,img045.png,172.6030354,357.9746569,164.6929849,653.2832096
OC01_R_10s_lowfps.mp4,img046.png,199.2206576,275.1152081,158.8068624,737.1796004
OC01_R_10s_lowfps.mp4,img047.png,222.930965,266.2225612,169.9382321,758.2979384
OC01_R_10s_lowfps.mp4,img048.png,221.4568027,267.6590356,163.6570158,757.5122298
OC01_R_10s_lowfps.mp4,img049.png,182.1688454,301.489297,157.7018042,739.0175645
OC01_R_10s_lowfps.mp4,img050.png,161.4592336,456.9175296,180.6357521,571.9766408
OC01_R_10s_lowfps.mp4,img051.png,202.5517733,506.2285773,213.5097839,539.1026091
OC01_R_10s_lowfps.mp4,img052.png,205.291276,487.0520587,221.7282919,528.1445985
OC01_R_10s_lowfps.mp4,img053.png,172.4172442,437.741011,183.3752548,566.4976355
OC01_R_10s_lowfps.mp4,img054.png,197.072768,295.2868732,164.1987362,670.5987362
OC01_R_10s_lowfps.mp4,img055.png,240.9048104,224.0598043,177.8962495,676.0777415
OC01_R_10s_lowfps.mp4,img056.png,254.6023237,215.8412964,180.6357521,659.6407256
OC01_R_10s_lowfps.mp4,img057.png,186.1147574,287.0683653,180.6357521,613.0691806
OC01_R_10s_lowfps.mp4,img058.png,208.0307786,470.6150428,227.2072972,500.749572
OC01_R_10s_lowfps.mp4,img059.png,221.7282919,462.3965349,235.4258051,489.7915614
OC01_R_10s_lowfps.mp4,img060.png,208.0307786,467.8755402,224.4677945,498.0100693
OC01_R_10s_lowfps.mp4,img061.png,172.4172442,369.2534448,180.6357521,626.7666938
OC01_R_10s_lowfps.mp4,img062.png,201.0193018,264.5704315,174.6927654,698.1839724
OC01_R_10s_lowfps.mp4,img063.png,236.6315697,232.2849903,178.2676016,716.5481852
OC01_R_10s_lowfps.mp4,img064.png,233.1655715,231.8904089,177.0007587,695.2501151
OC01_R_10s_lowfps.mp4,img065.png,175.1567468,325.4214024,177.8962495,574.7161435
OC01_R_10s_lowfps.mp4,img066.png,209.2306625,453.3787318,236.2768178,490.9428364
OC01_R_10s_lowfps.mp4,img067.png,197.2808617,471.4159498,227.5163677,509.7917844
OC01_R_10s_lowfps.mp4,img068.png,188.1436451,450.932258,209.8185652,513.0670289
OC01_R_10s_lowfps.mp4,img069.png,183.7270246,316.6456216,161.0791798,633.7154487
OC01_R_10s_lowfps.mp4,img070.png,226.1039373,232.3391057,158.0452638,682.1181647
OC01_R_10s_lowfps.mp4,img071.png,258.0108387,204.4501328,163.7810666,699.9163541
OC01_R_10s_lowfps.mp4,img072.png,235.6983392,212.9756014,159.6605319,688.2118972
OC01_R_10s_lowfps.mp4,img073.png,169.9629754,338.4824271,165.3343869,556.0260873
OC01_R_10s_lowfps.mp4,img074.png,203.2097353,452.143981,215.7483743,481.4008054
OC01_R_10s_lowfps.mp4,img075.png,200.6287071,447.4773966,219.5690755,482.6523666
OC01_R_10s_lowfps.mp4,img076.png,172.4005404,415.2582756,189.0496424,522.0900132
OC01_R_10s_lowfps.mp4,img077.png,180.2982003,290.8196133,154.2304868,662.6275262
OC01_R_10s_lowfps.mp4,img078.png,213.1349201,232.1939154,155.5999529,692.4736528
OC01_R_10s_lowfps.mp4,img079.png,223.223159,237.8675056,150.0407993,699.1777373
OC01_R_10s_lowfps.mp4,img080.png,164.1643471,309.495834,147.5152451,610.5670946
OC01_R_10s_lowfps.mp4,img081.png,189.4467208,473.3293393,205.6994652,513.2224393
OC01_R_10s_lowfps.mp4,img082.png,193.9156101,497.0920659,208.1007371,521.5936489
OC01_R_10s_lowfps.mp4,img083.png,177.1643539,490.9545806,197.6130435,519.0715287
OC01_R_10s_lowfps.mp4,img084.png,137.6186493,431.5572398,150.9747754,637.2415811
OC01_R_10s_lowfps.mp4,img085.png,157.4077247,315.3549132,151.742885,716.1423201
OC01_R_10s_lowfps.mp4,img086.png,187.9643046,263.5992339,158.3447922,738.921884
OC01_R_10s_lowfps.mp4,img087.png,182.5898541,263.5527177,155.532185,733.0032779
OC01_R_10s_lowfps.mp4,img088.png,123.3731109,377.4533692,148.4206305,632.1031512
OC01_R_10s_lowfps.mp4,img089.png,176.4871552,499.624894,199.9755148,530.0215947
OC01_R_10s_lowfps.mp4,img090.png,170.9089777,505.7500595,193.3207876,538.7086033
OC01_R_10s_lowfps.mp4,img091.png,143.9872262,493.3805723,170.5591734,579.1354929
OC01_R_10s_lowfps.mp4,img092.png,135.9862145,362.6640307,144.0383197,699.2420289
OC01_R_10s_lowfps.mp4,img093.png,174.941008,274.5596624,148.9080761,719.8598136
OC01_R_10s_lowfps.mp4,img094.png,171.9981813,267.1116647,150.1505527,704.0642372
OC01_R_10s_lowfps.mp4,img095.png,145.8237177,382.7551065,176.853683,544.9571978
OC01_R_10s_lowfps.mp4,img096.png,170.9739852,494.6724195,207.0355256,524.0558968
OC01_R_10s_lowfps.mp4,img097.png,166.2189741,505.9446444,193.9674774,537.8554232
OC01_R_10s_lowfps.mp4,img098.png,150.7477471,503.4600596,170.0911021,558.7267881
OC01_R_10s_lowfps.mp4,img099.png,131.0813409,383.7761594,133.9483024,673.3392751
OC01_R_10s_lowfps.mp4,img100.png,177.6800328,279.130336,142.8562369,692.4736528
OC01_R_10s_lowfps.mp4,img101.png,206.0028438,245.5236746,149.7689475,719.7122054
OC01_R_10s_lowfps.mp4,img102.png,187.5006225,258.9386367,148.169134,721.0836262
OC01_R_10s_lowfps.mp4,img103.png,120.5333403,401.3840239,149.6692687,613.660074
OC01_R_10s_lowfps.mp4,img104.png,170.0300784,506.6252312,188.8150092,535.5251246
OC01_R_10s_lowfps.mp4,img105.png,166.2501249,509.6703128,186.9751481,539.4625336
OC01_R_10s_lowfps.mp4,img106.png,142.1523892,477.7430691,159.4405127,580.1419546
OC01_R_10s_lowfps.mp4,img107.png,138.5486703,354.7580181,140.9550758,694.0611896
OC01_R_10s_lowfps.mp4,img108.png,174.1213851,275.8843368,143.8398235,717.9951372
OC01_R_10s_lowfps.mp4,img109.png,181.9489242,259.7842176,144.0221317,714.9057271
OC01_R_10s_lowfps.mp4,img110.png,115.3662005,339.7498774,137.818309,672.0410827
OC01_R_10s_lowfps.mp4,img111.png,158.0777705,520.9978045,179.6663363,544.025608
OC01_R_10s_lowfps.mp4,img112.png,158.9786498,536.3686331,176.8654962,561.1350358
OC01_R_10s_lowfps.mp4,img113.png,156.4418235,515.3473572,181.9566298,539.2674881
OC01_R_10s_lowfps.mp4,img114.png,134.2836937,435.7417371,151.8999634,589.8840971
OC01_R_10s_lowfps.mp4,img115.png,161.6823385,310.3601826,142.3389835,658.5405723
OC01_R_10s_lowfps.mp4,img116.png,204.3112328,232.2762398,142.6542888,675.6190277
OC01_R_10s_lowfps.mp4,img117.png,147.0845475,294.754931,138.6563714,624.8584949
OC01_R_10s_lowfps.mp4,img118.png,162.3217947,474.7408192,187.2954476,508.0390232
OC01_R_10s_lowfps.mp4,img119.png,158.8335372,492.6823567,184.3253158,521.006555
OC01_R_10s_lowfps.mp4,img120.png,163.6184557,476.51799,186.5886898,513.2703644
OC01_R_10s_lowfps.mp4,img121.png,137.4660124,423.6549036,154.2532812,566.3466883
OC01_R_10s_lowfps.mp4,img122.png,161.4183362,297.7054834,137.7457542,667.589578
OC01_R_10s_lowfps.mp4,img123.png,205.6709469,228.4745797,141.5960835,702.9336872
OC01_R_10s_lowfps.mp4,img124.png,223.6080429,217.4609569,147.633562,713.4453038
OC01_R_10s_lowfps.mp4,img125.png,176.868343,261.877445,133.8121073,681.2770742
OC01_R_10s_lowfps.mp4,img126.png,142.0459777,477.0726146,162.5176951,545.7990943
OC01_R_10s_lowfps.mp4,img127.png,156.3280575,519.8860221,176.4773856,542.9138257
OC01_R_10s_lowfps.mp4,img128.png,158.1798095,494.5524446,179.4575,525.1391247
OC01_R_10s_lowfps.mp4,img129.png,123.7236525,424.5141861,139.3652881,609.3698791
OC01_R_10s_lowfps.mp4,img130.png,152.287697,318.4478926,137.2044856,684.9699279
OC01_R_10s_lowfps.mp4,img131.png,183.8065598,252.2824501,138.2115088,704.0879558
OC01_R_10s_lowfps.mp4,img132.png,198.4251996,242.939955,138.708348,714.8487333
OC01_R_10s_lowfps.mp4,img133.png,163.5090852,269.6159384,131.3392436,706.8333306
OC01_R_10s_lowfps.mp4,img134.png,100.6434837,451.6633908,142.6461974,615.7364911
OC01_R_10s_lowfps.mp4,img135.png,150.6819193,528.2810382,178.8852217,552.805649
OC01_R_10s_lowfps.mp4,img136.png,157.0819878,511.3001056,184.4275045,540.08486
OC01_R_10s_lowfps.mp4,img137.png,138.6682365,461.0109519,157.125021,575.7066845
OC01_R_10s_lowfps.mp4,img138.png,148.70582,333.7369725,147.301124,663.8405365
OC01_R_10s_lowfps.mp4,img139.png,187.1797617,235.9218865,153.9966968,683.8932629
OC01_R_10s_lowfps.mp4,img140.png,153.9918523,271.2296117,149.3805346,643.2092364
OC01_R_10s_lowfps.mp4,img141.png,159.5567455,460.7171171,195.6182859,496.7786575
OC01_R_10s_lowfps.mp4,img142.png,161.4752523,492.591512,192.9082042,516.1662259
OC01_R_10s_lowfps.mp4,img143.png,159.8687262,488.2166899,191.1807821,521.019796
OC01_R_10s_lowfps.mp4,img144.png,160.7387138,481.5682176,186.1268672,514.0086358
OC01_R_10s_lowfps.mp4,img145.png,140.0054236,379.5970736,149.4756078,620.4103292
OC01_R_10s_lowfps.mp4,img146.png,180.1616719,259.4272749,157.7643112,659.5934516
OC01_R_10s_lowfps.mp4,img147.png,218.7118236,213.9524802,163.9575081,692.2475303
OC01_R_10s_lowfps.mp4,img148.png,192.822653,223.7582552,155.5176112,674.5275098
OC01_R_10s_lowfps.mp4,img149.png,139.7389602,360.3993694,167.6313873,546.838224
OC01_R_10s_lowfps.mp4,img150.png,176.2304614,460.6574751,204.9806741,489.4076879
OC01_R_10s_lowfps.mp4,img151.png,173.1062044,443.9512642,208.5114524,487.8537717
OC01_R_10s_lowfps.mp4,img152.png,140.2958359,431.0403807,180.8823396,514.9191552
OC01_R_10s_lowfps.mp4,img153.png,146.6883196,313.304863,149.6589062,622.2458755
OC01_R_10s_lowfps.mp4,img154.png,197.4367455,223.6729372,153.7127035,660.9133572
OC01_R_10s_lowfps.mp4,img155.png,219.9789762,196.6533791,159.5309918,697.5081064
OC01_R_10s_lowfps.mp4,img156.png,201.3311414,219.6651783,156.4211676,698.1886931
OC01_R_10s_lowfps.mp4,img157.png,114.6828908,362.1317511,140.9000451,600.9991574
OC01_R_10s_lowfps.mp4,img158.png,152.8037241,498.2106415,180.6097969,518.072122
OC01_R_10s_lowfps.mp4,img159.png,158.4467881,499.2689993,181.7394114,528.0422399
OC01_R_10s_lowfps.mp4,img160.png,160.0901933,475.3494441,180.0783267,515.325711
OC01_R_10s_lowfps.mp4,img161.png,140.2335975,354.1184209,148.5926901,634.148026
OC01_R_10s_lowfps.mp4,img162.png,175.2802334,252.8268274,159.0456319,683.0437673
OC01_R_10s_lowfps.mp4,img163.png,206.7772688,210.3429477,164.7054717,702.1477482
OC01_R_10s_lowfps.mp4,img164.png,189.4828241,219.330354,156.2997592,695.959832
OC06_R_10s_lowfps.mp4,img000.png,95.2868385,327.5349424,80.3803211,719.3633992
OC06_R_10s_lowfps.mp4,img001.png,101.6753459,321.146435,80.3803211,715.1043942
OC06_R_10s_lowfps.mp4,img002.png,110.1933559,314.7579275,82.5098236,702.3273793
OC06_R_10s_lowfps.mp4,img003.png,99.5458435,319.0169325,86.7688286,708.7158868
OC06_R_10s_lowfps.mp4,img004.png,95.2868385,325.4054399,88.898331,723.6224041
OC06_R_10s_lowfps.mp4,img005.png,103.8048484,312.6284251,86.7688286,712.9748917
OC06_R_10s_lowfps.mp4,img006.png,105.9343509,308.3694201,91.0278335,710.8453892
OC06_R_10s_lowfps.mp4,img007.png,101.6753459,327.5349424,91.0278335,706.5863843
OC06_R_10s_lowfps.mp4,img008.png,99.5458435,363.7364846,99.5458435,666.1258371
OC06_R_10s_lowfps.mp4,img009.png,154.912908,476.6001162,150.653903,523.4491708
OC06_R_10s_lowfps.mp4,img010.png,171.948928,465.9526038,161.3014154,514.9311609
OC06_R_10s_lowfps.mp4,img011.png,188.984948,457.4345939,178.337435,504.2836485
OC06_R_10s_lowfps.mp4,img012.png,184.725943,461.6935988,180.466938,502.154146
OC06_R_10s_lowfps.mp4,img013.png,178.337435,419.1035492,167.689923,470.2116087
OC06_R_10s_lowfps.mp4,img014.png,174.07843,325.4054399,148.5244005,506.4131509
OC06_R_10s_lowfps.mp4,img015.png,233.7045,91.1601669,125.0998732,574.5572304
OC06_R_10s_lowfps.mp4,img016.png,323.143604,8.1095701,133.6178832,517.0606634
OC06_R_10s_lowfps.mp4,img017.png,295.460072,20.886585,161.3014154,493.6361361
OC06_R_10s_lowfps.mp4,img018.png,229.445495,140.138724,176.207933,414.8445442
OC06_R_10s_lowfps.mp4,img019.png,227.315992,231.7073307,199.63246,414.8445442
OC06_R_10s_lowfps.mp4,img020.png,308.237087,280.6858878,293.330569,333.9234499
OC06_R_10s_lowfps.mp4,img021.png,265.647037,333.9234499,257.129027,385.0315095
OC06_R_10s_lowfps.mp4,img022.png,240.093007,333.9234499,220.927485,387.1610119
OC06_R_10s_lowfps.mp4,img023.png,235.834002,301.9809126,208.15047,391.4200169
OC06_R_10s_lowfps.mp4,img024.png,344.438629,42.1816098,159.171913,617.14728
OC06_R_10s_lowfps.mp4,img025.png,404.064698,18.7570825,161.3014154,627.7947924
OC06_R_10s_lowfps.mp4,img026.png,404.064698,18.7570825,180.466938,642.7013098
OC06_R_10s_lowfps.mp4,img027.png,374.251664,37.9226048,174.07843,636.3128024
OC06_R_10s_lowfps.mp4,img028.png,327.402609,63.4766346,167.689923,640.5718073
OC06_R_10s_lowfps.mp4,img029.png,212.409475,340.3119573,197.502958,451.0460864
OC06_R_10s_lowfps.mp4,img030.png,244.352012,359.4774797,218.797982,412.7150417
OC06_R_10s_lowfps.mp4,img031.png,233.7045,376.5134995,216.66848,419.1035492
OC06_R_10s_lowfps.mp4,img032.png,206.020968,385.0315095,191.11445,434.0100665
OC06_R_10s_lowfps.mp4,img033.png,171.948928,353.0889722,163.430918,448.9165839
OC06_R_10s_lowfps.mp4,img034.png,231.574997,114.5846942,125.0998732,574.5572304
OC06_R_10s_lowfps.mp4,img035.png,274.165047,57.0881272,118.7113658,589.4637478
OC06_R_10s_lowfps.mp4,img036.png,327.402609,23.0160875,133.6178832,568.1687229
OC06_R_10s_lowfps.mp4,img037.png,323.143604,20.886585,150.653903,574.5572304
OC06_R_10s_lowfps.mp4,img038.png,210.279973,138.0092215,144.2653956,514.9311609
OC06_R_10s_lowfps.mp4,img039.png,197.502958,331.7939474,195.373455,382.902007
OC06_R_10s_lowfps.mp4,img040.png,203.891465,370.1249921,206.020968,414.8445442
OC06_R_10s_lowfps.mp4,img041.png,195.373455,385.0315095,193.243953,434.0100665
OC06_R_10s_lowfps.mp4,img042.png,191.11445,395.6790219,191.11445,446.7870814
OC06_R_10s_lowfps.mp4,img043.png,188.984948,393.5495194,195.373455,444.657579
OC06_R_10s_lowfps.mp4,img044.png,182.59644,399.9380268,184.725943,446.7870814
OC06_R_10s_lowfps.mp4,img045.png,199.63246,193.376286,137.8768881,561.7802155
OC06_R_10s_lowfps.mp4,img046.png,265.647037,84.7716594,140.0063906,644.8308123
OC06_R_10s_lowfps.mp4,img047.png,310.366589,54.9586247,144.2653956,619.2767825
OC06_R_10s_lowfps.mp4,img048.png,323.143604,46.4406148,142.1358931,625.66529
OC06_R_10s_lowfps.mp4,img049.png,301.848579,59.2176297,133.6178832,623.5357875
OC06_R_10s_lowfps.mp4,img050.png,244.352012,103.9371818,120.8408683,589.4637478
OC06_R_10s_lowfps.mp4,img051.png,167.689923,344.5709623,163.430918,408.4560368
OC06_R_10s_lowfps.mp4,img052.png,165.56042,380.7725045,167.689923,429.7510616
OC06_R_10s_lowfps.mp4,img053.png,178.337435,382.902007,178.337435,429.7510616
OC06_R_10s_lowfps.mp4,img054.png,186.855445,391.4200169,176.207933,431.8805641
OC06_R_10s_lowfps.mp4,img055.png,193.243953,389.2905144,184.725943,429.7510616
OC06_R_10s_lowfps.mp4,img056.png,184.725943,365.8659871,184.725943,419.1035492
OC06_R_10s_lowfps.mp4,img057.png,278.424052,101.8076793,127.2293757,572.4277279
OC06_R_10s_lowfps.mp4,img058.png,325.273107,52.8291222,125.0998732,585.2047428
OC06_R_10s_lowfps.mp4,img059.png,363.604151,42.1816098,142.1358931,593.7227527
OC06_R_10s_lowfps.mp4,img060.png,346.568131,44.3111123,142.1358931,602.2407626
OC06_R_10s_lowfps.mp4,img061.png,331.661614,52.8291222,129.3588782,597.9817577
OC06_R_10s_lowfps.mp4,img062.png,216.66848,174.2107637,140.0063906,506.4131509
OC06_R_10s_lowfps.mp4,img063.png,199.63246,346.7004648,186.855445,402.0675293
OC06_R_10s_lowfps.mp4,img064.png,191.11445,374.383997,180.466938,423.3625541
OC06_R_10s_lowfps.mp4,img065.png,186.855445,387.1610119,180.466938,431.8805641
OC06_R_10s_lowfps.mp4,img066.png,191.11445,391.4200169,184.725943,431.8805641
OC06_R_10s_lowfps.mp4,img067.png,171.948928,370.1249921,163.430918,442.5280765
OC06_R_10s_lowfps.mp4,img068.png,248.611017,129.4912116,103.8048484,621.406285
OC06_R_10s_lowfps.mp4,img069.png,272.035545,91.1601669,101.6753459,629.9242949
OC06_R_10s_lowfps.mp4,img070.png,297.589574,78.383152,105.9343509,636.3128024
OC06_R_10s_lowfps.mp4,img071.png,293.330569,89.0306644,114.4523608,638.4423048
OC06_R_10s_lowfps.mp4,img072.png,267.77654,108.1961868,110.1933559,634.1832999
OC06_R_10s_lowfps.mp4,img073.png,159.171913,382.902007,152.7834055,444.657579
OC06_R_10s_lowfps.mp4,img074.png,188.984948,393.5495194,176.207933,436.139569
OC06_R_10s_lowfps.mp4,img075.png,182.59644,414.8445442,176.207933,457.4345939
OC06_R_10s_lowfps.mp4,img076.png,178.337435,414.8445442,174.07843,453.1755889
OC06_R_10s_lowfps.mp4,img077.png,182.59644,412.7150417,169.819425,457.4345939
OC06_R_10s_lowfps.mp4,img078.png,178.337435,312.6284251,154.912908,489.3771311
OC06_R_10s_lowfps.mp4,img079.png,272.035545,125.2322066,108.0638534,636.3128024
OC06_R_10s_lowfps.mp4,img080.png,314.625594,103.9371818,105.9343509,608.6292701
OC06_R_10s_lowfps.mp4,img081.png,314.625594,101.8076793,114.4523608,608.6292701
OC06_R_10s_lowfps.mp4,img082.png,289.071564,118.8436992,116.5818633,595.8522552
OC06_R_10s_lowfps.mp4,img083.png,214.538978,184.8582761,118.7113658,542.6146931
OC06_R_10s_lowfps.mp4,img084.png,193.243953,367.9954896,195.373455,419.1035492
OC06_R_10s_lowfps.mp4,img085.png,186.855445,399.9380268,188.984948,448.9165839
OC06_R_10s_lowfps.mp4,img086.png,186.855445,416.9740467,186.855445,461.6935988
OC06_R_10s_lowfps.mp4,img087.png,180.466938,414.8445442,186.855445,463.8231013
OC06_R_10s_lowfps.mp4,img088.png,180.466938,410.5855392,182.59644,455.3050914
OC06_R_10s_lowfps.mp4,img089.png,197.502958,238.0958382,140.0063906,510.6721559
OC06_R_10s_lowfps.mp4,img090.png,220.927485,195.5057885,118.7113658,525.5786733
OC06_R_10s_lowfps.mp4,img091.png,229.445495,184.8582761,116.5818633,521.3196683
OC06_R_10s_lowfps.mp4,img092.png,248.611017,165.6927538,110.1933559,561.7802155
OC06_R_10s_lowfps.mp4,img093.png,237.963505,180.5992712,116.5818633,555.391708
OC06_R_10s_lowfps.mp4,img094.png,161.3014154,395.6790219,157.0424105,457.4345939
OC06_R_10s_lowfps.mp4,img095.png,176.207933,402.0675293,178.337435,440.398574
OC06_R_10s_lowfps.mp4,img096.png,174.07843,421.2330517,174.07843,465.9526038
OC06_R_10s_lowfps.mp4,img097.png,171.948928,427.6215591,167.689923,472.3411112
OC06_R_10s_lowfps.mp4,img098.png,174.07843,434.0100665,169.819425,474.4706137
OC06_R_10s_lowfps.mp4,img099.png,167.689923,434.0100665,167.689923,478.7296187
OC06_R_10s_lowfps.mp4,img100.png,210.279973,204.0237985,114.4523608,597.9817577
OC06_R_10s_lowfps.mp4,img101.png,278.424052,129.4912116,116.5818633,693.8093694
OC06_R_10s_lowfps.mp4,img102.png,323.143604,108.1961868,125.0998732,691.6798669
OC06_R_10s_lowfps.mp4,img103.png,314.625594,125.2322066,125.0998732,685.2913595
OC06_R_10s_lowfps.mp4,img104.png,227.315992,174.2107637,116.5818633,653.3488222
OC06_R_10s_lowfps.mp4,img105.png,150.653903,406.3265343,150.653903,465.9526038
OC06_R_10s_lowfps.mp4,img106.png,178.337435,423.3625541,176.207933,461.6935988
OC06_R_10s_lowfps.mp4,img107.png,180.466938,423.3625541,176.207933,472.3411112
OC06_R_10s_lowfps.mp4,img108.png,176.207933,429.7510616,169.819425,474.4706137
OC06_R_10s_lowfps.mp4,img109.png,167.689923,429.7510616,165.56042,472.3411112
OC06_R_10s_lowfps.mp4,img110.png,248.611017,189.1172811,114.4523608,593.7227527
OC06_R_10s_lowfps.mp4,img111.png,306.107584,120.9732016,101.6753459,642.7013098
OC06_R_10s_lowfps.mp4,img112.png,327.402609,118.8436992,110.1933559,621.406285
OC06_R_10s_lowfps.mp4,img113.png,323.143604,118.8436992,116.5818633,629.9242949
OC06_R_10s_lowfps.mp4,img114.png,257.129027,159.3042463,112.3228584,617.14728
OC06_R_10s_lowfps.mp4,img115.png,159.171913,372.2544946,154.912908,476.6001162
OC06_R_10s_lowfps.mp4,img116.png,186.855445,412.7150417,184.725943,459.5640963
OC06_R_10s_lowfps.mp4,img117.png,188.984948,436.139569,193.243953,478.7296187
OC06_R_10s_lowfps.mp4,img118.png,186.855445,440.398574,186.855445,478.7296187
OC06_R_10s_lowfps.mp4,img119.png,186.855445,436.139569,191.11445,478.7296187
OC06_R_10s_lowfps.mp4,img120.png,184.725943,385.0315095,184.725943,474.4706137
OC06_R_10s_lowfps.mp4,img121.png,259.25853,184.8582761,122.9703708,585.2047428
OC06_R_10s_lowfps.mp4,img122.png,303.978082,148.6567339,120.8408683,589.4637478
OC06_R_10s_lowfps.mp4,img123.png,308.237087,135.879719,125.0998732,612.8882751
OC06_R_10s_lowfps.mp4,img124.png,323.143604,125.2322066,118.7113658,625.66529
OC06_R_10s_lowfps.mp4,img125.png,306.107584,142.2682265,120.8408683,644.8308123
OC06_R_10s_lowfps.mp4,img126.png,176.207933,350.9594697,148.5244005,531.9671807
OC06_R_10s_lowfps.mp4,img127.png,186.855445,421.2330517,178.337435,476.6001162
OC06_R_10s_lowfps.mp4,img128.png,193.243953,442.5280765,182.59644,487.2476286
OC06_R_10s_lowfps.mp4,img129.png,193.243953,442.5280765,184.725943,489.3771311
OC06_R_10s_lowfps.mp4,img130.png,188.984948,440.398574,180.466938,489.3771311
OC06_R_10s_lowfps.mp4,img131.png,186.855445,370.1249921,174.07843,480.8591212
OC06_R_10s_lowfps.mp4,img132.png,276.294549,178.4697687,133.6178832,600.1112602
OC06_R_10s_lowfps.mp4,img133.png,327.402609,138.0092215,129.3588782,602.2407626
OC06_R_10s_lowfps.mp4,img134.png,348.697634,118.8436992,133.6178832,600.1112602
OC06_R_10s_lowfps.mp4,img135.png,329.532112,131.6207141,120.8408683,604.3702651
OC06_R_10s_lowfps.mp4,img136.png,169.819425,336.0529524,163.430918,491.5066336
